ID,Value,Index,Flags,EnumID
5241,DescriptionEx,2,0,380
5242,Male,0,0,381
5243,Female,1,0,381
5244,None,2,0,381
5245,Both,3,0,381
5246,Unset,-1,0,381
5280,0,0,0,383
5281,1,1,0,383
5282,2,2,0,383
5283,3,3,0,383
5284,4,4,0,383
5285,5,5,0,383
5286,6,6,0,383
5287,7,7,0,383
5288,8,8,0,383
5289,9,9,0,383
5290,10,10,0,383
5291,11,11,0,383
5292,12,12,0,383
5293,13,13,0,383
5294,14,14,0,383
5295,15,15,0,383
5296,16,16,0,383
5297,17,17,0,383
5298,18,18,0,383
5299,19,19,0,383
5300,20,20,0,383
5301,21,21,0,383
5302,22,22,0,383
5303,23,23,0,383
5304,24,24,0,383
5305,25,25,0,383
5306,26,26,0,383
5307,27,27,0,383
5308,28,28,0,383
5309,29,29,0,383
5310,30,30,0,383
5311,31,31,0,383
5312,Base Item Level,5,0,165
5313,Demon Hunter,11,0,119
5314,Missions don't need full followers,0,0,384
5315,No Darken Depth,0,0,385
5316,Don't Inherit Skybox,1,0,385
5317,Hide Sun,2,0,385
5318,Hide Moon,3,0,385
5319,Hide Stars,4,0,385
5320,Override Celestial Sphere,5,0,385
5321,Height Fog Above Plane,6,0,385
5322,DO_NOT_RENDER_FOR_MINIMAP,0,0,386
5323,PATHING_KEEP_UNLINKED_SURFACES,1,0,386
5324,PATHING_IGNORE,2,0,386
5325,PATHING_DONT_VOXELIZE,3,0,386
5326,Drop,0,0,387
5327,Quest,1,0,387
5328,Vendor,2,0,387
5329,Profession,3,0,387
5330,Pet Battle,4,0,387
5331,Achievement,5,0,387
5332,World Event,6,0,387
5333,Promotion,7,0,387
5334,Trading Card Game,8,0,387
5335,Blizzard Pet Store,9,0,387
5387,Grants Guild Dungeon Credit,4,0,352
5388,Attach To Child (Auto selects attachment 4 - 0 if no Dest. Attachment set),5,0,322
5389,Rotate To Child Attachment (Auto selects attachment 4 - 0 if no Dest. Attachment set),14,0,323
5390,Scale To Child Attachment (Auto selects attachment 4 - 0 if no Dest. Attachment set),15,0,324
5391,Use Alternate Weapon Trail Endpoints,13,0,169
5392,Hide Distribution updates from client,0,0,389
5393,Fixed License,1,0,389
5394,Block trial (and/or upgrade pending) consume,2,0,389
5396,No assigning to Demon Hunters,3,0,389
5397,Bundle,14,0,143
5400,Num Units (fail if less than 1),7,0,240
5407,None,0,0,392
5408,Common,1,0,392
5409,Uncommon,2,0,392
5410,Rare,3,0,392
5411,Epic,4,0,392
5412,Legendary,5,0,392
5413,Is Troop,0,0,393
5414,No XP Gain,1,0,393
5420,Use Gamma Effects,0,0,395
5421,Use Gamma Mask,1,0,395
5422,Invert Gamma Mask,2,0,395
5423,Use Color Multiplication,3,0,395
5424,Use Multiply Mask,4,0,395
5425,Invert Multiply Mask,5,0,395
5426,Use Color Addition,6,0,395
5427,Use Additive Mask,7,0,395
5428,Invert Additive Mask,8,0,395
5429,Use Blur,9,0,395
5430,Invert Blur Mask,10,0,395
5431,Blend/Add,0,0,396
5432,Full Alpha,1,0,396
5433,4 tap,0,0,397
5434,9 tap,1,0,397
5435,Color Component: Red,9,0,269
5436,Color Component: Green,10,0,269
5437,Color Component: Blue,11,0,269
5438,Hourly,0,0,398
5439,Daily,1,0,398
5440,Weekly,2,0,398
5441,Monthly,3,0,398
5442,Yearly,4,0,398
5445,Reverse Sequential,2,0,399
5446,Random,3,0,399
5448,Disabled,0,0,400
5449,Disabled,0,0,401
5453,Regional Daily Reset,0,0,403
5454,Regional Midnight,1,0,403
5455,UTC Midnight,2,0,403
5456,Regional Weekly Reset,0,0,404
5457,Regional Standard Week,1,0,404
5458,- NONE -,0,0,405
5459,A,1,0,405
5460,B,2,0,405
5461,C,3,0,405
5462,D,4,0,405
5463,E,5,0,405
5464,F,6,0,405
5465,G,7,0,405
5466,H,8,0,405
5467,I,9,0,405
5468,J,10,0,405
5469,K,11,0,405
5470,L,12,0,405
5471,M,13,0,405
5472,N,14,0,405
5473,O,15,0,405
5474,P,16,0,405
5475,Q,17,0,405
5476,R,18,0,405
5477,S,19,0,405
5478,T,20,0,405
5479,U,21,0,405
5480,V,22,0,405
5481,W,23,0,405
5482,X,24,0,405
5483,Y,25,0,405
5484,Z,26,0,405
5485,Can Be Started On Mobile App,0,0,406
5488,Heartbeat,0,0,407
5489,Kill,1,0,407
5490,Deal Melee Swing,2,0,407
5491,Take Melee Swing,3,0,407
5492,Deal Melee Ability,4,0,407
5493,Take Melee Ability,5,0,407
5494,Deal Ranged Attack,6,0,407
5495,Take Ranged Attack,7,0,407
5496,Deal Ranged Ability,8,0,407
5497,Take Ranged Ability,9,0,407
5498,Deal Helpful Ability,10,0,407
5499,Take Helpful Ability,11,0,407
5500,Deal Harmful Ability,12,0,407
5501,Take Harmful Ability,13,0,407
5502,Deal Helpful Spell,14,0,407
5503,Take Helpful Spell,15,0,407
5504,Deal Harmful Spell,16,0,407
5505,Take Harmful Spell,17,0,407
5506,Deal Harmful Periodic,18,0,407
5507,Take Harmful Periodic,19,0,407
5508,Take Any Damage - DO NOT USE,20,0,407
5509,Deal Helpful Periodic,21,0,407
5510,Main Hand Weapon Swing,22,0,407
5511,Off Hand Weapon Swing,23,0,407
5512,Death,24,0,407
5513,Jump,25,0,407
5514,Proc Clone Spell,26,0,407
5515,Enter Combat,27,0,407
5516,Encounter Start,28,0,407
5517,Cast Ended,29,0,407
5518,Looted,30,0,407
5519,Take Helpful Periodic,31,0,407
5520,Attempt,0,0,408
5521,Miss,1,0,408
5522,Resist,2,0,408
5523,Dodge,3,0,408
5524,Parry,4,0,408
5525,Block,5,0,408
5526,Evade,6,0,408
5527,Immune,7,0,408
5528,Land,8,0,408
5529,Damage,9,0,408
5530,Heal,10,0,408
5531,Energize (mana),11,0,408
5532,Critical,12,0,408
5533,Reflect ->,13,0,408
5534,Reflected <-,14,0,408
5535,Redirect ->,15,0,408
5536,Redirected <-,16,0,408
5537,Dueling,17,0,408
5538,Absorb,18,0,408
5539,Interrupt,19,0,408
5540,Critical Block,20,0,408
5541,Item,21,0,408
5542,Money,22,0,408
5543,Currency,23,0,408
5544,Environmental,24,0,408
5545,Resources Spent,25,0,408
5546,Lifesteal,26,0,408
5547,Unused,27,0,408
5576,Instant Target Procs,0,0,410
5577,Proc Failure Burns Charge,1,0,410
5580,Passive,0,0,415
5581,Defensive,1,0,415
5582,Aggressive,2,0,415
5583,Assist,3,0,415
5585,Parent points to child,2,0,419
5587,- NONE -,0,0,419
5588,Child points back to parent,1,0,419
5589,Duration in Seconds,12,0,269
5590,Client,0,0,421
5591,Managed by scheduler,1,0,421
5592,Global Save Regional,2,0,421
5593,Raid Save,3,0,421
5598,To You,0,0,422
5599,From You,1,0,422
5600,No Target,2,0,422
5601,Female,3,0,422
5602,Show Column,3,0,371
5603,Is Rare Mission,0,0,423
5604,Is Elite Mission,1,0,423
5605,Applies Fatigue,2,0,423
5606,Always Fail,3,0,423
5607,Is Zone Support Mission,4,0,423
5608,Dynamic Maximum,18,0,196
5609,Counter Mechanic,0,0,424
5610,Solo Mission,1,0,424
5611,Mod Success Chance,2,0,424
5612,Obsolete!,3,0,424
5613,Mod XP %,4,0,424
5614,Friendly Race,5,0,424
5615,Long Mission,6,0,424
5616,Short Mission,7,0,424
5617,Mod Currency Gain,8,0,424
5618,Long Travel Time,9,0,424
5619,Short Travel Time,10,0,424
5620,Mod Bias,11,0,424
5621,Profession,12,0,424
5622,Obsolete!,13,0,424
5623,Obsolete!,14,0,424
5624,Obsolete!,15,0,424
5625,Obsolete!,16,0,424
5626,Mod Mission Duration,17,0,424
5627,Mentoring (boost to level),18,0,424
5628,Mod Gold Gain,19,0,424
5629,Prevent Death,20,0,424
5630,Treasure On Mission Success,21,0,424
5631,Friendly Class,22,0,424
5632,Advantage Mechanic,23,0,424
5633,Play Impact With Triggering Spell Impact,24,0,247
5634,Attenuate with model height,2,0,206
5635,No Ignores,24,0,318
5637,Tag (for quest log UI),0,0,425
5638,Profession World Quest,1,0,425
5639,Normal World Quest,2,0,425
5640,PVP World Quest,3,0,425
5642,Rare,0,0,427
5643,Elite,1,0,427
5644,Pet Battle World Quest,4,0,425
5647,Do Not Draw,0,0,429
5648,No Title,1,0,429
5649,Ignore Loot Specialization,0,0,430
5650,Match Highest Slotted Player Pet Level,0,0,431
5651,Default,0,0,432
5652,Armor 2.0,1,0,432
5653,Quiver,2,0,432
5654,Libram,3,0,432
5655,Backfill Large First,25,0,318
5657,Bounty (Emissary),5,0,425
5658,Is Meta Power,3,0,258
5659,Mod Success Per Durability,24,0,424
5660,Mod Success When Durability in Range,25,0,424
5661,Friendly Follower,26,0,424
5662,Uses Overmax Treasure,1,0,384
5663,Follow Ground,0,0,433
5664,Use during bow pull,1,0,433
5665,Approach Smoothing,2,0,433
5666,Override Impact Height,3,0,433
5667,Start trajectory at missile attach,4,0,433
5668,Reset Anim each bounce (for bouncy missiles),5,0,433
5669,"Tracks AABox for Improved Culling (Expensive, Client-only)",13,0,433
5670,Travels in reverse (from Target to Source),14,0,433
5671,Don't predict impact position (less jittery targeting players),16,0,433
5672,Don't clear on death,17,0,433
5673,Attach Absolute Scale (Don't scale with caster/target unit),18,0,433
5674,None,0,0,434
5675,Alternate 1,1,0,434
5677,Class,0,0,435
5678,Test,1,0,435
5679,Cooldown modifies item,0,0,436
5680,Cooldown is global,1,0,436
5681,Cooldown event on leave combat,2,0,436
5682,Cooldown in days,3,0,436
5683,Reset charges upon ending encounter,4,0,436
5684,Reset cooldown upon ending encounter,5,0,436
5685,Supress all chat messages,19,0,196
5686,Ignore Global Animation,8,0,339
5687,0: Environment 1,0,0,437
5688,0: Environment 2,25,0,437
5689,0: Environment 3,50,0,437
5690,1: Boss 1,75,0,437
5691,1: Boss 2,100,0,437
5692,1: Boss 3,125,0,437
5693,2: Player 1,150,0,437
5694,2: Player 2,175,0,437
5695,2: Player 3,200,0,437
5696,Inherit from Parent,0,0,438
5697,Bottom Left,1,0,438
5698,Top Left,2,0,438
5699,Bottom Right,3,0,438
5700,Disabled by China Age Gate,4,0,389
5701,Ignore Instance Farm Limit,39,0,192
5702,Don't Inherit Area Lights From Parent,40,0,192
5703,Top Right,4,0,438
5704,Force Sheathed if equipped as weapon,14,0,169
5705,Hide Until Collected,9,0,351
5706,Use Auth Expansion Level,5,0,389
5707,Ignore Trial Expansion,6,0,389
5708,DEPRECATED FLAG 4,14,0,122
5709,Requires 100 % Success Chance to Start,5,0,423
5710,Ignore as item source,0,0,439
5711,Kill Troops,27,0,424
5712,Mod Durability Cost by X to Y for N troops,28,0,424
5713,Mod Bonus Loot Chance,29,0,424
5714,Mod XP Flatvalue,30,0,424
5715,Mod Itemlevel,31,0,424
5716,Mod Starting Durability,32,0,424
5717,Don't Close Hands,15,0,169
5718,Force Unsheathed for Spell Combat Anims,16,0,169
5721,In-Game Item,0,0,441
5722,Character Boost,1,0,441
5723,Pet,2,0,441
5724,Mount,3,0,441
5725,WoW Token,4,0,441
5726,VAS Name Change,5,0,441
5727,VAS Faction Change,6,0,441
5728,VAS Appearance Change,7,0,441
5729,VAS Race Change,8,0,441
5730,DEPRECATED - old level 100 boost,9,0,441
5731,Multiple Choice,10,0,441
5732,Allow Creation Out Of Range,1,0,232
5733,Only For Creator,2,0,232
5734,Use Talking Head When Unit Isn't Found By StringID,1,12,305
5735,No Fade,0,0,442
5736,Quick Fade,1,0,442
5737,No Minimap Particles,2,0,442
5739,Hidden Until Collected,5,0,372
5740,Do not re-offer,6,0,423
5741,Not purchased,7,0,389
5742,Dungeon World Quest,6,0,425
5743,Limit to players from one realm,0,0,443
5744,Use loot based lock instead of instance lock,1,0,443
5745,Unique Troops,33,0,424
5747,Mod ClassSpec Limit,34,0,424
5748,Highwater Mark By Slot,17,0,165
5750,Doesn't show up in transmog UI until collected,87,0,151
5751,Challenge Mode Level,16,0,165
5752,World State Value,18,0,165
5753,Troop Resurrection,35,0,424
5754,Important NPC,23,0,176
5755,Important Quest NPC,24,0,176
5756,deprecated LOD Allow Proxy,3,0,442
5757,Important NPC,192,0,277
5758,Important Quest NPC,193,0,277
5760,Mod Mission Cost by Race,36,0,424
5761,Spell Combat Behavior,29,0,265
5762,Large Nameplate,194,0,277
5763,Set to Max on level up,12,0,327
5764,Set to Max on initial login,13,0,327
5770,Reward for World Quest in Zone Support,37,0,424
5771,Mod Success by Missions in Progress,38,0,424
5772,Can't Collect,6,0,372
5773,Flicker,3,0,356
5778,Achievement,7,0,372
5779,Profession,8,0,372
5780,Far Fade,4,0,442
5781,Equipped Only,0,0,444
5782,LOD Force Texture,5,0,442
5784,One Free Rank,4,0,258
5785,Mod Mission Cost,39,0,424
5786,VAS Character Transfer,15,0,143
5787,VAS Character Transfer,11,0,441
5788,Brewmaster Sheathe,30,0,265
5789,Brewmaster Unsheathe,17,0,169
5790,Played Time,1,0,445
5791,Can't Trade,2,0,445
5792,Can't Use Auction House,3,0,445
5793,Can't Send Mail,4,0,445
5794,Can't Enter Dungeons,5,0,445
5795,Can't Enter Raids,6,0,445
5796,Is Trait,0,0,446
5797,No Random Selection,1,0,446
5798,Horde Only,2,4,446
5799,Alliance Only,3,4,446
5800,Not Re-Rollable,4,0,446
5801,First Slot Only,5,0,446
5802,Single Mission Duration,6,0,446
5803,Zone Supported Missions Only,7,0,446
5804,Single Point Edit,0,0,447
5806,Legacy Item Set,0,0,448
5807,Apply Only to First Mission of the Day,8,0,446
5808,Is Specialization,9,0,446
5810,Aim along unit's Smooth Facing,26,0,266
5811,LOD Disable,6,0,442
5812,LOD Disable Texture,7,0,442
5813,LOD Enable Open Edges,8,0,442
5817,Curve Button,13,0,269
5818,Allow Editing,0,0,449
5819,Hide Range Labels,1,0,449
5820,LOD Enable Emissive Override,9,0,442
5821,Can store enchants,88,0,151
5822,Stagger Start Times,1,0,400
5823,Is Trial Boost,7,0,445
5824,Spectral Vision: Hostile - Fel Glyph,25,0,176
5825,LOD Force Remesh,10,0,442
5827,- NONE -,0,0,299
5828,Encrypted + Dark,6,0,299
5830,- NONE -,0,0,450
5831,Dungeon,1,0,450
5832,Raid,2,0,450
5833,Level-Up Content,3,0,450
5834,PvP,4,0,450
5835,Can't Join Guilds,8,0,445
5836,Kit was Auto-Created by Broadcast Text,2,4,207
5837,Can't Enter Low Level Dungeons,9,0,445
5838,No Realm Transfer,10,0,445
5839,No Faction Change,11,0,445
5840,No Race Change,12,0,445
5841,No Account Reparenting,13,0,445
5842,Diffuse Color,0,0,451
5843,Emissive Color,1,0,451
5844,Impact Shader Color,2,0,451
5845,Requires Box Level,14,0,445
5846,Invert Fresnel,0,0,452
5847,Show on Mouse Highlight,0,0,453
5879,- NONE -,0,0,455
5880,Dungeon: Normal,1,0,455
5881,Dungeon: Heroic,2,0,455
5882,Raid: Normal,3,0,455
5883,Raid: Raid Finder,4,0,455
5884,Raid: Heroic,5,0,455
5885,Raid: Mythic,6,0,455
5886,PVP: Unranked 1,7,0,455
5887,PVP: Ranked 1,8,0,455
5888,Scenario: Normal,9,0,455
5889,Scenario: Heroic,10,0,455
5890,Quest Reward,11,0,455
5891,Store,12,0,455
5892,Trade Skill,13,0,455
5893,Vendor,14,0,455
5894,Black Market,15,0,455
5895,Challenge Mode 1,16,0,455
5896,Dungeon: Lvl-Up 1,17,0,455
5897,Dungeon: Lvl-Up 2,18,0,455
5898,Dungeon: Lvl-Up 3,19,0,455
5899,Dungeon: Lvl-Up 4,20,0,455
5900,Force to NONE,21,0,455
5901,TimeWalker,22,0,455
5902,Dungeon: Mythic,23,0,455
5903,Pvp Honor Reward,24,0,455
5904,World Quest 1,25,0,455
5905,World Quest 2,26,0,455
5906,World Quest 3,27,0,455
5907,World Quest 4,28,0,455
5908,World Quest 5,29,0,455
5909,World Quest 6,30,0,455
5910,Suppress Global Anims,2,0,260
5911,Not Valid for Transmog,9,0,372
5912,Paladin - Avenging Crusader,2,0,435
5913,No Name Change,15,0,445
5914,No Appearance Change,16,0,445
5915,Check Bank,0,0,456
5916,Equipped Only,1,0,456
5917,Always Succeed,7,0,423
5918,- NONE -,0,0,457
5919,Daily,1,0,457
5920,Weekly,2,0,457
5922,Global String,0,0,458
5923,Glue String,1,0,458
5926,Boost Tutorial,5,0,353
5928,_NONE,0,0,459
5929, ,1,0,459
5930,_FEMALE,2,0,459
5931,_MPLURAL,3,0,459
5932,_FPLURAL,4,0,459
5933,_MIXED,5,0,459
5934,Tag String,14,0,269
5935,Mod Success If Rare Mission,40,0,424
5936,2v2,0,0,460
5937,3v3,1,0,460
5938,5v5,2,0,460
5939,Rated BG,3,0,460
5940,Skirmish,4,0,460
5941,Obsolete,5,12,460
5942,Solo Champion,41,0,424
5944,Major,0,0,462
5945,Minor,1,0,462
5946,Increase ItemLevel Requires Epic Quality,4,0,267
5947,Hide Detail Doodads,0,0,348
5948,Discovery,10,0,387
5949,Horde,0,0,463
5950,--NONE--,-1,0,463
5951,Alliance,1,0,463
5952,--NONE--,-1,0,387
5953,And Table,0,4,464
5954,Or Table,1,4,464
5955,Add copper to parent,2,0,464
5956,Invert Player Condition,3,0,464
5957,Personal/Push always flags tracking quest,4,0,464
5958,Generate loot even if tracking quest is complete,5,0,464
5959,Scale referenced Treasure Item PValue by Instance Occupancy,6,0,464
5960,Unused,7,12,464
5961,Ignore Parent Emissive,9,0,339
5962,Ignore Fatigue,7,0,203
5963,One Shot Emote,0,0,465
5964,Changes Stand State,1,0,465
5965,Sets Emote State,2,0,465
5966,Mission Reward 1,31,0,455
5967,Mission Reward 2,32,0,455
5968,Player's Keystone Level,19,0,165
5969,Locked After Achievement,17,0,445
5970,LOD Enable Emissive Texture,11,0,442
5971,Has Completed Trial Boost,18,0,445
5974,Spectral Vision: Target - Fel Glyph,26,0,176
5975,Spectral Vision: Hostile - Shadow Glyph,27,0,176
5976,Spectral Vision: Target - Shadow Glyph,28,0,176
5978,Axis Project,1,0,348
5980,Multiple Impact Child Spell Visual,25,0,247
5981,Auto-Scale (Loot Sparkles Logic),0,0,466
5982,Add Objective Item To Tooltip,1,0,466
5983,Disable Soft Ground Fade (highlight),2,0,466
5984,Force Outline When Occluded By Important NPC,3,0,466
5986,Disable use Sun Fog Color,4,0,291
5990,Project Y,1,0,361
5991,Project Z,2,0,361
5992,Cylindrical X,3,0,361
5993,Cylindrical Y,4,0,361
5994,Cylindrical Z,5,0,361
5995,Project Diagonal,6,0,361
5996,Use UV Channel 1,7,0,361
5997,Use UV Channel 2,8,0,361
5998,Don't Display Highlight Texture,13,0,190
5999,Epic,2,0,427
6000,World Scale,5,0,364
6005,Allow Proj. Textures,0,0,468
6006,UI Can Get Position,1,0,468
6007,Template (Non-Placeable),2,4,468
6008,Use base box for range,3,0,468
6009,Always Link Single,4,0,468
6010,Not Ignorable,57,0,282
6011,Auto Push,58,0,282
6016,Meta Animation,31,0,265
6017,No Complete Quest Spell Effect,59,0,282
6018,Multiline,15,0,269
6019,Damped Attach,6,0,322
6020,Damped Attach Rotation,15,0,323
6021,Damped Attach Scale,16,0,324
6022,No spell complete effects,3,0,427
6023,Hide After Action,3,0,245
6024,Blizzard Midnight,3,0,403
6025,GTAPP Heroes of the Storm Gold,17,0,174
6026,"Apple Pay, Google Pay, Amazon, Samsung",18,0,174
6027,GTAPP Hearthstone Gold,19,0,174
6028,GTAPP Overwatch,20,0,174
6029,GTAPP US WoW Token,21,0,174
6030,GTAPP EU WoW Token,22,0,174
6031,GTAPP KR WoW Token,23,0,174
6032,GTAPP TW WoW Token,24,0,174
6033,GTAPP CN WoW Token,25,0,174
6034,GTAPP Team 3,26,0,174
6035,GTAPP XTS,27,0,174
6036,GTAPP CN WoW Token Inactive,99,0,174
6039,Account Flag,12,0,441
6040,Transmog Item,13,0,441
6041,Toy,14,0,441
6042,Heirloom,15,0,441
6043,Combine Text With Next Page's Text,0,0,470
6045,Full Alpha,0,0,471
6046,Additive,1,0,471
6047,Blend Add,2,0,471
6048,Leave ride ticket on transfer,26,0,318
6051,Ignore All Area Restrictions,5,0,199
6052,Hidden,5,0,438
6053,Action Bar Default Loadout,5,0,150
6054,Attach XY Separate From Z,7,0,322
6055,Global,12,0,442
6056,Red,0,0,472
6057,Green,1,0,472
6058,Blue,2,0,472
6059,Alpha,3,0,472
6060,Dissolve wipe (overwrites textureBlendSet scrolling),6,0,364
6061,None - For Mass Goss Only,6,0,150
6064,Only Display On Continent,0,0,474
6065,Never Display On Continent,1,0,474
6066,Disable POI,2,0,474
6067,Lit,2,0,348
6068,Relative radius,3,0,348
6069,Challenge Mode 2,33,0,455
6070,Ignore Modifier Data,0,0,475
6071,Top Of Head,55,0,377
6072,0,0,0,476
6073,1,1,0,476
6074,2,2,0,476
6075,3,3,0,476
6076,4,4,0,476
6077,5,5,0,476
6078,6,6,0,476
6079,7,7,0,476
6080,8,8,0,476
6081,9,9,0,476
6082,10,10,0,476
6083,11,11,0,476
6084,12,12,0,476
6085,13,13,0,476
6086,14,14,0,476
6087,15,15,0,476
6088,16,16,0,476
6089,17,17,0,476
6090,18,18,0,476
6091,19,19,0,476
6092,20,20,0,476
6093,21,21,0,476
6094,22,22,0,476
6095,23,23,0,476
6096,24,24,0,476
6097,25,25,0,476
6098,26,26,0,476
6099,27,27,0,476
6100,28,28,0,476
6101,29,29,0,476
6102,30,30,0,476
6103,31,31,0,476
6104,32,32,0,476
6105,33,33,0,476
6106,34,34,0,476
6107,35,35,0,476
6108,36,36,0,476
6109,37,37,0,476
6110,38,38,0,476
6111,39,39,0,476
6112,40,40,0,476
6113,41,41,0,476
6114,42,42,0,476
6115,43,43,0,476
6116,44,44,0,476
6117,45,45,0,476
6118,46,46,0,476
6119,47,47,0,476
6120,48,48,0,476
6121,49,49,0,476
6122,50,50,0,476
6123,51,51,0,476
6124,52,52,0,476
6125,53,53,0,476
6126,54,54,0,476
6127,55,55,0,476
6128,56,56,0,476
6129,57,57,0,476
6130,58,58,0,476
6131,59,59,0,476
6132,60,60,0,476
6133,61,61,0,476
6134,62,62,0,476
6135,63,63,0,476
6136,Force True Random,1,0,475
6137,Force Light Buffer On,41,0,192
6326,0,0,0,481
6327,1,1,0,481
6328,2,2,0,481
6329,3,3,0,481
6330,4,4,0,481
6331,5,5,0,481
6332,6,6,0,481
6333,7,7,0,481
6334,8,8,0,481
6335,9,9,0,481
6336,10,10,0,481
6337,11,11,0,481
6338,12,12,0,481
6339,13,13,0,481
6340,14,14,0,481
6341,15,15,0,481
6342,16,16,0,481
6343,17,17,0,481
6344,18,18,0,481
6345,19,19,0,481
6346,20,20,0,481
6347,21,21,0,481
6348,22,22,0,481
6349,23,23,0,481
6350,24,24,0,481
6351,25,25,0,481
6352,26,26,0,481
6353,27,27,0,481
6354,28,28,0,481
6355,29,29,0,481
6356,30,30,0,481
6357,31,31,0,481
6358,32,32,0,481
6359,33,33,0,481
6360,34,34,0,481
6361,35,35,0,481
